Date,Flight Number,From,To,Class,Price,FLowCard,Bags Checked,Meal Type
6/21/2024,PA009,New York,Tokyo,Premium Economy,1000.00,Yes,0,None
10/8/2024,PA002,New York,London,Business Class,619.20,Yes,3,Egg Free
7/14/2024,PA007,New York,Perth,Premium Economy,590.00,Yes,1,Nut Free
9/27/2024,PA007,New York,Perth,Business Class,459.60,Yes,3,Egg Free
11/21/2024,PA010,Tokyo,New York,Business Class,518.40,Yes,2,None
1/29/2024,PA008,Perth,New York,Business Class,831.60,Yes,3,Egg Free
1/26/2024,PA003,London,Perth,Premium Economy,1485.00,Yes,0,Dairy Free
4/3/2024,PA009,New York,Tokyo,Economy,2290.00,Yes,0,Dairy Free
5/15/2024,PA011,Perth,Tokyo,First Class,382.00,Yes,3,Nut Free
11/13/2024,PA003,London,Perth,Economy,1685.00,Yes,3,Egg Free
11/4/2024,PA007,New York,Perth,Economy,2330.00,Yes,2,None
6/25/2024,PA012,Tokyo,Perth,Business Class,697.20,Yes,0,Dairy Free
10/14/2024,PA007,New York,Perth,Premium Economy,802.50,Yes,0,Vegan
2/1/2024,PA012,Tokyo,Perth,Premium Economy,647.50,Yes,0,Vegetarian
7/6/2024,PA001,London,New York,Economy,1280.00,Yes,0,Egg Free
2/19/2024,PA012,Tokyo,Perth,First Class,340.00,Yes,0,Nut Free
5/11/2024,PA011,Perth,Tokyo,Economy,1565.00,Yes,3,None
4/12/2024,PA005,London,Tokyo,Economy,2390.00,Yes,3,Vegetarian
4/6/2024,PA012,Tokyo,Perth,Business Class,302.40,Yes,3,Egg Free
2/7/2024,PA009,New York,Tokyo,First Class,345.00,Yes,1,None
7/7/2024,PA003,London,Perth,Premium Economy,762.50,Yes,2,Vegetarian
5/8/2024,PA007,New York,Perth,Premium Economy,1030.00,Yes,2,Egg Free
7/22/2024,PA010,Tokyo,New York,First Class,432.00,Yes,1,Dairy Free
3/26/2024,PA011,Perth,Tokyo,First Class,348.00,Yes,3,Vegetarian
3/25/2024,PA004,Perth,London,First Class,516.00,Yes,3,None
12/5/2024,PA005,London,Tokyo,Premium Economy,1690.00,Yes,0,Vegetarian
10/31/2024,PA011,Perth,Tokyo,Economy,1170.00,Yes,1,Nut Free
4/25/2024,PA006,Tokyo,London,First Class,399.00,Yes,1,Nut Free
2/26/2024,PA001,London,New York,Premium Economy,1262.50,Yes,2,Nut Free
4/23/2024,PA001,London,New York,Premium Economy,552.50,Yes,3,Egg Free
8/30/2024,PA009,New York,Tokyo,First Class,482.00,Yes,0,Vegetarian
9/27/2024,PA001,London,New York,Business Class,831.60,Yes,1,Nut Free
4/1/2024,PA005,London,Tokyo,First Class,270.00,Yes,2,Dairy Free
9/11/2024,PA005,London,Tokyo,Business Class,724.80,Yes,3,Egg Free
12/27/2024,PA005,London,Tokyo,First Class,602.00,Yes,1,None
12/23/2024,PA009,New York,Tokyo,Premium Economy,1030.00,Yes,0,Vegetarian
7/10/2024,PA012,Tokyo,Perth,Premium Economy,1592.50,Yes,2,None
7/24/2024,PA011,Perth,Tokyo,First Class,413.00,Yes,0,Vegetarian
1/29/2024,PA006,Tokyo,London,Economy,1095.00,Yes,2,Vegan
8/27/2024,PA008,Perth,New York,Premium Economy,1637.50,Yes,0,Egg Free
5/21/2024,PA010,Tokyo,New York,Premium Economy,667.50,Yes,2,Nut Free
9/14/2024,PA009,New York,Tokyo,Economy,2875.00,Yes,1,None
1/26/2024,PA011,Perth,Tokyo,First Class,216.00,Yes,2,Vegan
8/15/2024,PA006,Tokyo,London,Economy,2395.00,Yes,1,Egg Free
11/1/2024,PA009,New York,Tokyo,Business Class,373.20,Yes,2,Egg Free
4/3/2024,PA006,Tokyo,London,Economy,1930.00,Yes,3,Vegetarian
12/9/2024,PA002,New York,London,First Class,352.00,Yes,0,Egg Free
5/21/2024,PA002,New York,London,Business Class,795.60,Yes,0,Vegan
6/2/2024,PA011,Perth,Tokyo,Premium Economy,762.50,Yes,2,Vegetarian
10/16/2024,PA011,Perth,Tokyo,First Class,572.00,Yes,1,Vegetarian
11/4/2024,PA001,London,New York,Premium Economy,522.50,Yes,0,Vegan
3/19/2024,PA009,New York,Tokyo,Premium Economy,1170.00,Yes,1,None
5/2/2024,PA002,New York,London,Premium Economy,695.00,Yes,1,Vegan
12/12/2024,PA003,London,Perth,Business Class,482.40,Yes,0,None
12/28/2024,PA007,New York,Perth,Business Class,460.80,Yes,1,None
9/21/2024,PA002,New York,London,First Class,533.00,Yes,2,Vegan
10/28/2024,PA008,Perth,New York,Premium Economy,1342.50,Yes,2,Vegan
12/21/2024,PA003,London,Perth,Economy,1495.00,Yes,0,Vegan
4/7/2024,PA002,New York,London,Business Class,462.00,Yes,1,Egg Free
1/10/2024,PA007,New York,Perth,Business Class,406.80,Yes,1,Egg Free
9/11/2024,PA004,Perth,London,Premium Economy,1132.50,Yes,2,Egg Free
5/7/2024,PA004,Perth,London,First Class,438.00,Yes,1,None
5/1/2024,PA011,Perth,Tokyo,First Class,385.00,Yes,0,Egg Free
9/27/2024,PA008,Perth,New York,Premium Economy,1037.50,Yes,3,Nut Free
10/17/2024,PA007,New York,Perth,Premium Economy,1580.00,Yes,3,Dairy Free
10/7/2024,PA012,Tokyo,Perth,Business Class,387.60,Yes,0,None
3/21/2024,PA004,Perth,London,First Class,260.00,Yes,0,Vegetarian
11/12/2024,PA010,Tokyo,New York,Economy,3295.00,Yes,3,Nut Free
9/21/2024,PA001,London,New York,First Class,215.00,Yes,2,None
12/29/2024,PA002,New York,London,First Class,616.00,Yes,1,Nut Free
8/6/2024,PA007,New York,Perth,Business Class,664.80,Yes,0,Dairy Free
9/19/2024,PA006,Tokyo,London,First Class,468.00,Yes,0,Vegan
11/30/2024,PA004,Perth,London,Economy,1200.00,Yes,2,None
10/29/2024,PA001,London,New York,Economy,1695.00,Yes,0,Egg Free
12/15/2024,PA008,Perth,New York,Premium Economy,1690.00,Yes,2,Vegan
12/18/2024,PA010,Tokyo,New York,Economy,1335.00,Yes,0,Vegan
1/22/2024,PA012,Tokyo,Perth,Premium Economy,862.50,Yes,0,Dairy Free
6/23/2024,PA004,Perth,London,Business Class,386.40,Yes,0,Vegan
11/4/2024,PA007,New York,Perth,Economy,2455.00,Yes,0,None
10/9/2024,PA006,Tokyo,London,Business Class,428.40,Yes,3,Egg Free
9/24/2024,PA002,New York,London,Economy,2690.00,Yes,0,Egg Free
10/1/2024,PA002,New York,London,Economy,1120.00,Yes,1,Dairy Free
11/21/2024,PA011,Perth,Tokyo,First Class,420.00,Yes,0,Egg Free
9/30/2024,PA008,Perth,New York,Premium Economy,1355.00,Yes,1,None
8/9/2024,PA006,Tokyo,London,Economy,1515.00,Yes,3,Nut Free
10/20/2024,PA005,London,Tokyo,Premium Economy,832.50,Yes,0,Vegetarian
11/27/2024,PA001,London,New York,Economy,2350.00,Yes,2,Nut Free
9/27/2024,PA004,Perth,London,Economy,2825.00,Yes,3,Vegetarian
12/8/2024,PA003,London,Perth,Premium Economy,1330.00,Yes,2,Dairy Free
2/7/2024,PA009,New York,Tokyo,Business Class,486.00,Yes,2,Dairy Free
3/13/2024,PA011,Perth,Tokyo,First Class,610.00,Yes,1,Vegetarian
1/19/2024,PA006,Tokyo,London,Premium Economy,1160.00,Yes,0,Vegan
7/12/2024,PA012,Tokyo,Perth,Business Class,786.00,Yes,3,Vegan
5/2/2024,PA002,New York,London,First Class,392.00,Yes,2,Vegan
12/12/2024,PA010,Tokyo,New York,First Class,688.00,Yes,0,Egg Free
3/27/2024,PA011,Perth,Tokyo,Premium Economy,1610.00,Yes,3,Nut Free
6/24/2024,PA010,Tokyo,New York,Premium Economy,592.50,Yes,0,Dairy Free
2/8/2024,PA006,Tokyo,London,First Class,272.00,Yes,2,Nut Free
4/20/2024,PA011,Perth,Tokyo,Premium Economy,1517.50,Yes,2,Vegan
9/27/2024,PA002,New York,London,First Class,683.00,Yes,1,Nut Free
8/11/2024,PA011,Perth,Tokyo,Business Class,738.00,Yes,0,Vegan
2/4/2024,PA011,Perth,Tokyo,Business Class,352.80,Yes,2,Vegetarian
1/31/2024,PA005,London,Tokyo,Premium Economy,1692.50,Yes,3,None
3/21/2024,PA010,Tokyo,New York,Business Class,447.60,Yes,1,None
6/26/2024,PA010,Tokyo,New York,Premium Economy,1630.00,Yes,2,Dairy Free
9/17/2024,PA010,Tokyo,New York,Business Class,324.00,Yes,1,Vegetarian
2/26/2024,PA002,New York,London,Economy,2560.00,Yes,3,Dairy Free
12/7/2024,PA004,Perth,London,Premium Economy,1582.50,Yes,1,Nut Free
6/11/2024,PA011,Perth,Tokyo,Business Class,480.00,Yes,2,Egg Free
1/5/2024,PA009,New York,Tokyo,Economy,1805.00,Yes,2,Nut Free
8/6/2024,PA009,New York,Tokyo,Economy,1900.00,Yes,2,Nut Free
4/13/2024,PA004,Perth,London,Premium Economy,1340.00,Yes,2,Nut Free
9/20/2024,PA006,Tokyo,London,Business Class,463.20,Yes,0,Nut Free
5/6/2024,PA006,Tokyo,London,Business Class,744.00,Yes,3,Egg Free
1/18/2024,PA004,Perth,London,Economy,1410.00,Yes,0,Dairy Free
1/27/2024,PA002,New York,London,Economy,3160.00,Yes,2,Dairy Free
12/27/2024,PA009,New York,Tokyo,First Class,477.00,Yes,0,Nut Free
8/13/2024,PA010,Tokyo,New York,First Class,660.00,Yes,1,Vegetarian
6/12/2024,PA008,Perth,New York,Economy,1905.00,Yes,2,Vegetarian
9/1/2024,PA012,Tokyo,Perth,Economy,2295.00,Yes,2,Vegan
10/23/2024,PA007,New York,Perth,First Class,414.00,Yes,3,Egg Free
5/20/2024,PA001,London,New York,Premium Economy,1185.00,Yes,1,Vegetarian
2/17/2024,PA008,Perth,New York,Economy,2880.00,Yes,0,Vegetarian
1/29/2024,PA002,New York,London,First Class,649.00,Yes,0,Vegan
8/16/2024,PA004,Perth,London,Economy,3205.00,Yes,0,Dairy Free
1/4/2024,PA002,New York,London,First Class,398.00,Yes,1,Vegetarian
9/6/2024,PA002,New York,London,Economy,2940.00,Yes,0,Egg Free
2/8/2024,PA002,New York,London,Economy,1315.00,Yes,0,Egg Free
6/1/2024,PA001,London,New York,Business Class,751.20,Yes,2,Vegan
5/14/2024,PA010,Tokyo,New York,First Class,502.00,Yes,1,Dairy Free
10/1/2024,PA008,Perth,New York,Premium Economy,860.00,Yes,3,Egg Free
11/20/2024,PA005,London,Tokyo,Premium Economy,1007.50,Yes,3,Vegetarian
8/2/2024,PA001,London,New York,Premium Economy,1502.50,Yes,0,None
6/9/2024,PA002,New York,London,First Class,530.00,Yes,3,Egg Free
4/3/2024,PA003,London,Perth,Economy,1455.00,Yes,0,Egg Free
5/10/2024,PA008,Perth,New York,Business Class,720.00,Yes,0,Egg Free
10/23/2024,PA003,London,Perth,Business Class,295.20,Yes,0,Egg Free
7/29/2024,PA012,Tokyo,Perth,Business Class,840.00,Yes,0,None
7/5/2024,PA006,Tokyo,London,Business Class,733.20,Yes,2,Nut Free
8/23/2024,PA009,New York,Tokyo,Premium Economy,945.00,Yes,1,Egg Free
1/18/2024,PA004,Perth,London,First Class,476.00,Yes,0,Dairy Free
8/17/2024,PA008,Perth,New York,Premium Economy,915.00,Yes,2,Dairy Free
7/28/2024,PA012,Tokyo,Perth,First Class,481.00,Yes,1,Vegetarian
6/24/2024,PA006,Tokyo,London,Business Class,338.40,Yes,3,Nut Free
10/5/2024,PA008,Perth,New York,Economy,1345.00,Yes,3,Nut Free
3/9/2024,PA010,Tokyo,New York,First Class,500.00,Yes,3,Vegan
3/12/2024,PA008,Perth,New York,Economy,1505.00,Yes,3,Vegan
9/22/2024,PA011,Perth,Tokyo,Premium Economy,962.50,Yes,0,Dairy Free
5/29/2024,PA010,Tokyo,New York,First Class,209.00,Yes,3,Vegan
6/27/2024,PA008,Perth,New York,Economy,2310.00,Yes,0,Dairy Free
7/19/2024,PA001,London,New York,First Class,506.00,Yes,0,Dairy Free
9/2/2024,PA007,New York,Perth,Economy,2935.00,Yes,2,Egg Free
12/15/2024,PA009,New York,Tokyo,Business Class,721.20,Yes,3,None
9/7/2024,PA002,New York,London,Business Class,638.40,Yes,2,Egg Free
6/14/2024,PA012,Tokyo,Perth,First Class,415.00,Yes,3,Vegan
8/30/2024,PA011,Perth,Tokyo,Premium Economy,1167.50,Yes,0,Vegetarian
2/25/2024,PA009,New York,Tokyo,Premium Economy,772.50,Yes,0,None
1/23/2024,PA007,New York,Perth,Business Class,679.20,Yes,3,Vegan
2/25/2024,PA005,London,Tokyo,Business Class,523.20,Yes,1,Nut Free
7/25/2024,PA012,Tokyo,Perth,Business Class,739.20,Yes,0,Vegetarian
1/21/2024,PA003,London,Perth,First Class,544.00,Yes,1,Dairy Free
1/7/2024,PA001,London,New York,Economy,2720.00,Yes,2,Vegetarian
1/30/2024,PA010,Tokyo,New York,First Class,599.00,Yes,2,Nut Free
8/15/2024,PA009,New York,Tokyo,First Class,618.00,Yes,3,Nut Free
11/23/2024,PA005,London,Tokyo,Premium Economy,1220.00,Yes,1,None
1/22/2024,PA008,Perth,New York,Business Class,297.60,Yes,0,Nut Free
12/12/2024,PA009,New York,Tokyo,Economy,2040.00,Yes,3,None
5/29/2024,PA003,London,Perth,First Class,388.00,Yes,2,Vegan
4/23/2024,PA009,New York,Tokyo,First Class,649.00,Yes,3,Dairy Free
9/10/2024,PA012,Tokyo,Perth,Economy,2400.00,Yes,1,Nut Free
1/29/2024,PA012,Tokyo,Perth,Premium Economy,1287.50,Yes,0,Vegetarian
6/4/2024,PA001,London,New York,Economy,1020.00,Yes,1,Nut Free
6/20/2024,PA008,Perth,New York,Premium Economy,517.50,Yes,2,Dairy Free
5/15/2024,PA001,London,New York,Premium Economy,720.00,Yes,2,Vegetarian
1/9/2024,PA002,New York,London,Business Class,284.40,Yes,2,None
9/26/2024,PA011,Perth,Tokyo,Economy,3495.00,Yes,1,Nut Free
3/26/2024,PA012,Tokyo,Perth,Premium Economy,1577.50,Yes,0,Vegetarian
1/7/2024,PA012,Tokyo,Perth,Premium Economy,707.50,Yes,3,Vegetarian
4/1/2024,PA007,New York,Perth,First Class,307.00,Yes,1,Dairy Free
9/7/2024,PA011,Perth,Tokyo,Premium Economy,1557.50,Yes,1,Vegan
8/30/2024,PA008,Perth,New York,Premium Economy,502.50,Yes,1,Egg Free
12/9/2024,PA008,Perth,New York,Premium Economy,1690.00,Yes,3,Nut Free
5/24/2024,PA012,Tokyo,Perth,Economy,2370.00,Yes,0,None
7/27/2024,PA011,Perth,Tokyo,Business Class,343.20,Yes,1,Dairy Free
2/17/2024,PA002,New York,London,First Class,461.00,Yes,3,Vegetarian
6/17/2024,PA004,Perth,London,Economy,1755.00,Yes,3,Vegetarian
8/5/2024,PA007,New York,Perth,Economy,2915.00,Yes,2,Vegetarian
11/9/2024,PA010,Tokyo,New York,Economy,1855.00,Yes,3,Dairy Free
6/3/2024,PA007,New York,Perth,First Class,608.00,Yes,3,Egg Free
11/17/2024,PA010,Tokyo,New York,First Class,540.00,Yes,3,Dairy Free
12/25/2024,PA006,Tokyo,London,Premium Economy,1185.00,Yes,0,Vegetarian
10/21/2024,PA003,London,Perth,First Class,493.00,Yes,1,Vegan
9/24/2024,PA001,London,New York,First Class,655.00,Yes,0,Nut Free
4/28/2024,PA010,Tokyo,New York,First Class,569.00,Yes,3,Vegan
8/14/2024,PA005,London,Tokyo,Premium Economy,1050.00,Yes,0,Egg Free
10/1/2024,PA008,Perth,New York,Premium Economy,1487.50,Yes,3,Dairy Free
8/28/2024,PA008,Perth,New York,First Class,523.00,Yes,3,Dairy Free
8/27/2024,PA010,Tokyo,New York,Premium Economy,1475.00,Yes,1,Vegan
7/4/2024,PA011,Perth,Tokyo,First Class,433.00,Yes,2,Egg Free
11/22/2024,PA011,Perth,Tokyo,Premium Economy,1155.00,Yes,1,Vegan
10/11/2024,PA002,New York,London,First Class,344.00,Yes,2,Vegetarian
7/26/2024,PA003,London,Perth,Premium Economy,1277.50,Yes,3,None
10/27/2024,PA010,Tokyo,New York,Economy,3145.00,Yes,3,Nut Free
9/18/2024,PA001,London,New York,Business Class,751.20,Yes,1,Nut Free
8/6/2024,PA007,New York,Perth,First Class,659.00,Yes,2,Dairy Free
3/21/2024,PA009,New York,Tokyo,Premium Economy,647.50,Yes,2,Vegetarian
4/1/2024,PA009,New York,Tokyo,Premium Economy,830.00,Yes,3,Vegetarian
3/30/2024,PA001,London,New York,Business Class,806.40,Yes,2,Nut Free
5/27/2024,PA010,Tokyo,New York,Business Class,703.20,Yes,3,Nut Free
12/21/2024,PA003,London,Perth,Economy,2585.00,Yes,1,None
10/29/2024,PA010,Tokyo,New York,Business Class,410.40,Yes,1,Nut Free
11/11/2024,PA001,London,New York,Business Class,337.20,Yes,2,Nut Free
3/28/2024,PA010,Tokyo,New York,Business Class,523.20,Yes,1,Vegetarian
7/20/2024,PA012,Tokyo,Perth,Business Class,822.00,Yes,3,Nut Free
6/20/2024,PA006,Tokyo,London,First Class,300.00,Yes,0,Vegan
12/22/2024,PA006,Tokyo,London,Premium Economy,627.50,Yes,1,Egg Free
11/10/2024,PA006,Tokyo,London,Premium Economy,1390.00,Yes,3,Vegetarian
8/8/2024,PA004,Perth,London,Business Class,357.60,Yes,3,Vegan
2/9/2024,PA001,London,New York,Premium Economy,1167.50,Yes,2,Vegetarian
5/14/2024,PA006,Tokyo,London,Premium Economy,1350.00,Yes,2,Egg Free
2/10/2024,PA001,London,New York,Premium Economy,815.00,Yes,3,Dairy Free
3/20/2024,PA006,Tokyo,London,Economy,1860.00,Yes,2,Dairy Free
4/4/2024,PA009,New York,Tokyo,Premium Economy,1425.00,Yes,2,None
12/17/2024,PA012,Tokyo,Perth,Premium Economy,1440.00,Yes,1,None
10/27/2024,PA002,New York,London,Business Class,397.20,Yes,1,Vegetarian
8/2/2024,PA005,London,Tokyo,Premium Economy,687.50,Yes,2,Egg Free
12/6/2024,PA001,London,New York,Economy,2635.00,Yes,1,Nut Free
4/5/2024,PA005,London,Tokyo,Premium Economy,1552.50,Yes,0,Egg Free
10/19/2024,PA007,New York,Perth,Economy,2230.00,Yes,0,Dairy Free
9/7/2024,PA003,London,Perth,Business Class,446.40,Yes,3,Vegan
7/12/2024,PA008,Perth,New York,Economy,1165.00,Yes,3,None
10/18/2024,PA007,New York,Perth,Business Class,501.60,Yes,0,Nut Free
5/2/2024,PA003,London,Perth,First Class,668.00,Yes,2,Dairy Free
7/5/2024,PA001,London,New York,Economy,2685.00,Yes,0,Dairy Free
6/22/2024,PA003,London,Perth,Premium Economy,1162.50,Yes,2,Vegetarian
11/28/2024,PA009,New York,Tokyo,Business Class,643.20,Yes,1,Vegetarian
6/12/2024,PA010,Tokyo,New York,First Class,624.00,Yes,0,None
5/20/2024,PA008,Perth,New York,First Class,629.00,Yes,1,Vegan
12/21/2024,PA009,New York,Tokyo,First Class,381.00,Yes,1,Dairy Free
1/25/2024,PA003,London,Perth,Business Class,711.60,Yes,0,Egg Free
5/21/2024,PA006,Tokyo,London,First Class,617.00,Yes,2,Nut Free
1/23/2024,PA001,London,New York,First Class,254.00,Yes,0,Egg Free
10/13/2024,PA011,Perth,Tokyo,Business Class,337.20,Yes,3,Vegetarian
12/20/2024,PA007,New York,Perth,Economy,3045.00,Yes,1,Dairy Free
9/24/2024,PA004,Perth,London,Premium Economy,1075.00,Yes,3,Dairy Free
11/6/2024,PA010,Tokyo,New York,Business Class,277.20,Yes,2,Egg Free
6/29/2024,PA009,New York,Tokyo,Economy,2740.00,Yes,3,Vegan
3/1/2024,PA007,New York,Perth,Business Class,685.20,Yes,1,Egg Free
9/2/2024,PA008,Perth,New York,First Class,458.00,Yes,0,Dairy Free
4/8/2024,PA010,Tokyo,New York,First Class,223.00,Yes,0,None
2/25/2024,PA005,London,Tokyo,Premium Economy,1002.50,Yes,1,Vegan
7/28/2024,PA007,New York,Perth,Economy,1360.00,Yes,3,Vegetarian
12/27/2024,PA012,Tokyo,Perth,Business Class,637.20,Yes,2,Nut Free
5/6/2024,PA004,Perth,London,Business Class,626.40,Yes,2,Dairy Free
12/29/2024,PA007,New York,Perth,First Class,607.00,Yes,0,None
6/27/2024,PA006,Tokyo,London,Premium Economy,617.50,Yes,0,None
6/21/2024,PA005,London,Tokyo,Economy,2635.00,Yes,1,Vegan
2/15/2024,PA006,Tokyo,London,Economy,3445.00,Yes,2,Nut Free
10/3/2024,PA006,Tokyo,London,Economy,2805.00,Yes,3,Vegan
4/4/2024,PA012,Tokyo,Perth,Economy,3190.00,Yes,2,Egg Free
9/16/2024,PA002,New York,London,Premium Economy,720.00,Yes,3,Nut Free
4/25/2024,PA003,London,Perth,Economy,2450.00,Yes,3,Egg Free
6/9/2024,PA001,London,New York,Business Class,584.40,Yes,3,None
6/14/2024,PA009,New York,Tokyo,Premium Economy,695.00,Yes,2,Nut Free
3/14/2024,PA002,New York,London,Premium Economy,1360.00,Yes,3,Dairy Free
6/23/2024,PA010,Tokyo,New York,Economy,2345.00,Yes,0,Dairy Free
10/13/2024,PA010,Tokyo,New York,First Class,615.00,Yes,3,Egg Free
1/24/2024,PA007,New York,Perth,Premium Economy,1462.50,Yes,1,Vegetarian
9/9/2024,PA010,Tokyo,New York,Business Class,540.00,Yes,2,Vegan
1/11/2024,PA008,Perth,New York,Business Class,516.00,Yes,2,Vegan
11/10/2024,PA010,Tokyo,New York,First Class,595.00,Yes,3,Dairy Free
12/1/2024,PA007,New York,Perth,Premium Economy,637.50,Yes,0,Vegetarian
8/22/2024,PA012,Tokyo,Perth,First Class,605.00,Yes,3,Vegetarian
11/26/2024,PA005,London,Tokyo,First Class,316.00,Yes,3,Dairy Free
2/17/2024,PA003,London,Perth,First Class,561.00,Yes,1,Dairy Free
5/7/2024,PA002,New York,London,Premium Economy,895.00,Yes,3,Dairy Free
5/24/2024,PA009,New York,Tokyo,First Class,514.00,Yes,1,Vegetarian
8/9/2024,PA008,Perth,New York,Business Class,366.00,Yes,3,Vegetarian
12/28/2024,PA012,Tokyo,Perth,Premium Economy,1357.50,Yes,2,Dairy Free
1/17/2024,PA004,Perth,London,Economy,2120.00,Yes,0,Nut Free
12/2/2024,PA006,Tokyo,London,First Class,397.00,Yes,2,Egg Free
12/18/2024,PA010,Tokyo,New York,First Class,697.00,Yes,1,Dairy Free
2/21/2024,PA004,Perth,London,Business Class,606.00,Yes,2,Nut Free
4/23/2024,PA008,Perth,New York,Premium Economy,750.00,Yes,1,Vegan
4/18/2024,PA009,New York,Tokyo,Economy,2280.00,Yes,0,Egg Free
2/3/2024,PA008,Perth,New York,First Class,682.00,Yes,2,Vegetarian
6/30/2024,PA003,London,Perth,Premium Economy,1417.50,Yes,1,Egg Free
4/13/2024,PA009,New York,Tokyo,Business Class,783.60,Yes,2,Vegan
7/27/2024,PA009,New York,Tokyo,Economy,2625.00,Yes,2,None
3/16/2024,PA011,Perth,Tokyo,First Class,404.00,Yes,0,Dairy Free
6/20/2024,PA001,London,New York,Economy,2015.00,Yes,0,None
3/2/2024,PA007,New York,Perth,Business Class,475.20,Yes,1,Vegan
5/31/2024,PA001,London,New York,Business Class,438.00,Yes,0,Vegetarian
4/28/2024,PA002,New York,London,Business Class,807.60,Yes,3,Vegetarian
9/19/2024,PA007,New York,Perth,Economy,2005.00,Yes,2,Vegetarian
12/5/2024,PA003,London,Perth,Business Class,360.00,Yes,0,Vegetarian
9/22/2024,PA002,New York,London,Premium Economy,900.00,Yes,1,Egg Free
5/25/2024,PA003,London,Perth,Business Class,440.40,Yes,1,Vegan
10/18/2024,PA003,London,Perth,Business Class,446.40,Yes,3,Dairy Free
11/14/2024,PA010,Tokyo,New York,First Class,415.00,Yes,3,Egg Free
1/15/2024,PA008,Perth,New York,Business Class,716.40,Yes,3,Dairy Free
2/19/2024,PA006,Tokyo,London,Economy,1920.00,Yes,3,None
4/19/2024,PA004,Perth,London,Economy,2015.00,Yes,3,Vegan
5/2/2024,PA009,New York,Tokyo,Premium Economy,1547.50,Yes,2,Egg Free
10/27/2024,PA008,Perth,New York,Premium Economy,1015.00,Yes,2,Vegan
7/26/2024,PA007,New York,Perth,Premium Economy,747.50,Yes,1,Vegetarian
2/7/2024,PA003,London,Perth,First Class,378.00,Yes,2,None
11/1/2024,PA010,Tokyo,New York,First Class,626.00,Yes,3,Egg Free
11/19/2024,PA011,Perth,Tokyo,Economy,2370.00,Yes,1,None
7/25/2024,PA002,New York,London,First Class,620.00,Yes,0,None
10/30/2024,PA001,London,New York,Business Class,692.40,Yes,3,Vegan
5/14/2024,PA007,New York,Perth,Business Class,586.80,Yes,3,Nut Free
1/20/2024,PA002,New York,London,First Class,201.00,Yes,2,Egg Free
1/16/2024,PA002,New York,London,First Class,421.00,Yes,1,Nut Free
5/23/2024,PA012,Tokyo,Perth,Economy,1780.00,Yes,1,Vegan
8/10/2024,PA008,Perth,New York,Premium Economy,1325.00,Yes,2,None
8/9/2024,PA002,New York,London,First Class,323.00,Yes,1,Nut Free
5/5/2024,PA004,Perth,London,Premium Economy,962.50,Yes,3,Vegan
4/23/2024,PA003,London,Perth,Premium Economy,1575.00,Yes,1,None
5/20/2024,PA002,New York,London,Premium Economy,1660.00,Yes,2,Nut Free
6/14/2024,PA004,Perth,London,Premium Economy,1080.00,Yes,1,Egg Free
1/29/2024,PA001,London,New York,First Class,251.00,Yes,3,Dairy Free
10/9/2024,PA012,Tokyo,Perth,Economy,2285.00,Yes,1,Nut Free
3/2/2024,PA012,Tokyo,Perth,Business Class,752.40,Yes,2,Nut Free
8/3/2024,PA008,Perth,New York,Economy,2255.00,Yes,3,Dairy Free
8/8/2024,PA004,Perth,London,Premium Economy,1452.50,Yes,0,Dairy Free
12/4/2024,PA012,Tokyo,Perth,Premium Economy,1015.00,Yes,0,Vegan
2/1/2024,PA004,Perth,London,Economy,2520.00,Yes,0,Egg Free
5/29/2024,PA007,New York,Perth,Business Class,439.20,Yes,1,Nut Free
8/21/2024,PA003,London,Perth,Economy,1220.00,Yes,3,Vegetarian
3/3/2024,PA005,London,Tokyo,Economy,1225.00,Yes,0,None
5/22/2024,PA003,London,Perth,Economy,3415.00,Yes,0,Nut Free
8/8/2024,PA004,Perth,London,First Class,604.00,Yes,2,Nut Free
12/20/2024,PA009,New York,Tokyo,Business Class,424.80,Yes,3,Egg Free
6/14/2024,PA011,Perth,Tokyo,Economy,1545.00,Yes,1,Nut Free
3/8/2024,PA009,New York,Tokyo,Economy,2355.00,Yes,3,Vegan
5/19/2024,PA004,Perth,London,Premium Economy,1540.00,Yes,0,None
4/21/2024,PA009,New York,Tokyo,Premium Economy,1315.00,Yes,2,Egg Free
11/20/2024,PA004,Perth,London,Business Class,818.40,Yes,1,Vegan
10/10/2024,PA007,New York,Perth,Premium Economy,1110.00,Yes,3,None
9/26/2024,PA009,New York,Tokyo,Economy,1350.00,Yes,3,Vegetarian
2/13/2024,PA005,London,Tokyo,Premium Economy,685.00,Yes,3,Nut Free
1/27/2024,PA010,Tokyo,New York,First Class,348.00,Yes,2,Dairy Free
2/17/2024,PA001,London,New York,Business Class,397.20,Yes,2,Vegan
1/31/2024,PA005,London,Tokyo,Business Class,806.40,Yes,2,Nut Free
11/13/2024,PA006,Tokyo,London,Premium Economy,1440.00,Yes,0,Vegan
3/21/2024,PA011,Perth,Tokyo,Premium Economy,502.50,Yes,0,Vegetarian
6/7/2024,PA008,Perth,New York,Premium Economy,1572.50,Yes,2,Egg Free
7/18/2024,PA006,Tokyo,London,Economy,1450.00,Yes,1,Vegan
1/6/2024,PA003,London,Perth,Business Class,324.00,Yes,2,Dairy Free
2/2/2024,PA003,London,Perth,Business Class,578.40,Yes,2,Nut Free
12/29/2024,PA011,Perth,Tokyo,Business Class,273.60,Yes,3,Egg Free
